cleaned_tweet_text,hashtags,emails
chance go coachella hope pray osheaga line similar better thatd dope,"['#Coachella2015', '#Osheaga2015']",[]
round  coachella ____ httptcodqefibrgh,['#Coachella2015'],[]
time inner hipster comes loud proud coachella igottago iwillgo httptconsoikgunx,"['#COACHELLA2015', '#IGottaGo', '#IWillGo']",[]
top  people im excited see coachella,['#Coachella2015'],['@LILBTHEBASEDGOD']
rt  dying go coachella _,['#Coachella2015'],['@burgundy_kay_:']
someone take coachella _,['#Coachella2015'],[]
guess whos going coachella _,['#Coachella2015'],[]
finally cannot wait see smooth vibes year day coachella,['#Coachella2015'],"['@stlucia', '@coachella']"
coachellai gotta go om hunt sugardaddy imyosugarbaby heydaddy,"['#Coachella2015', '#sugardaddy', '#Imyosugarbaby', '#HeyDaddy']","['@theweeknd', '@Drake']"
supertalented young lady really knows work tune six stars  nashvillemusic guide httptcoviacjxpvy coachella,['#Coachella2015'],[]
rt  cant wait coachella ,['#Coachella2015'],['@karlihenriquez:']
rt  whhooooaa headlining  nicely done coachella via httptcorwqelszn,['#Coachella2015'],"['@DaniellaJPeters:', '@acdc', '@coachella!', '@latimes']"
shall  _ coachella coachella httptcolquftgulmg,"['#coachella', '#Coachella2015']",[]
 days coachella ,['#Coachella2015'],[]
thank laughs coachella  snorted like ah swine class dying  httptcolkbafpxsh,"['#Coachella2015', '#Dying']",['@NoiseyMusic']
rt   year cross seeing steely dan molly bucket list httptcovifxwxxil coachella,['#Coachella2015'],['@njacksonjourno:']
omggggg coachella gonna cry,['#Coachella2015'],[]
coachellalineup basically like edm coachella coachella untz httptcobrlyfouff,"['#CoachellaLineup', '#EDM', '#Coachella', '#Coachella2015', '#untz']",['@coachella']
coachella invites tho _,['#Coachella2015'],[]
coachella lineup announced moment arrived lineup coachella  has_ httptcooomjcgwrb,"['#Coachella2015', '#Coachella']",[]
someone take please thanks coachella,['#Coachella2015'],['@coachella']
coachella line sickkkkkk might fly one lol,['#Coachella2015'],[]
festival gods good music rockon coachella httptconasvjmvl,"['#music', '#rockon', '#Coachella2015']",['@coachella']
love go coachella,['#Coachella2015'],[]
rt  uhmm go coachella _,['#Coachella2015'],['@MylifeasJackiee:']
 amp  one line ages legends coachella,"['#legends', '#Coachella2015']","['@kaskade', '@Axwell', '@Ingrosso', '@Alesso', '@coachella']"
really really really really wants coachella year line amazing coachella,['#Coachella2015'],[]
someone take coachella pretty please,['#Coachella2015'],[]
festivals consistently year year make envious lineups coachella,['#Coachella2015'],[]
idk yall complaining great lineup coachella httptcofswqxna,['#Coachella2015'],[]
uhhh coachella killing me httptcosqplytqr,['#Coachella2015'],[]
girls outfit coachella httptcowpbdqklrg,['#Coachella2015'],[]
got word drake headlining coachella sooo definitely saving money,['#Coachella2015'],[]
omg coachella rn _ coachella dashradio,"['#Coachella2015', '#DashRadio']",['@coachella']
greatest lineup spring takemetothedesert coachella,"['#TakeMeToTheDesert', '#Coachella2015']",['@coachella']
lineup coachella looking promising attendance,['#Coachella2015'],[]
yearold want mushroom trip include grandfather screaming hells bells coachella,['#Coachella2015'],[]
coachella must  xo,['#Coachella2015'],[]
rt   lineup here coachella httptcoshtqkmzg lets go,['#Coachella2015'],"['@BaileyBrimfield:', '\x89ÛÏ@Forever21:', '@Karagin_Angel']"
cant deal looking tl depressing need coachella,['#Coachella2015'],[]
congrats boys coachella kcpride,"['#Coachella2015', '#kcpride']",['@Radkey']
coachella lineup never get excited omg,['#Coachella2015'],[]
coachella second day soul like httptcobrnuatn,['#Coachella2015'],[]
could move acdc florence machine marina diamonds would interesting coachella,['#Coachella2015'],[]
best lineup still gonna go coachella whoscares ______________________,"['#Coachella2015', '#whoscares', '#_Ù']",[]
rt   coachella  httptcooyzffynn oh yes ___ coachella cant wait,['#Coachella2015'],"['@sarafranch1:', '\x89ÛÏ@theweeknd:']"
think might make beautiful california year coachella,['#Coachella2015'],['@coachella']
need go freaking coachella year line flipping awesome,['#Coachella2015'],[]
coachella lineup crazybut day  headliner questionable,['#Coachella2015'],[]
needs happen rt  coachella lineup httptcocarmpvwfsq,['#Coachella2015'],['@WE_ARE_HXV:']
rt  coachella lineup out want see____ drakechella coachella httptcoxmluzfb,"['#Coachella', '#drakechella', '#Coachella2015']","['@supperclub_la:', '@Drake']"
coachella first day soul like httptcorgcbrpqen,['#Coachella2015'],[]
 months away im already excited coachella weekend httptcopsucuwlpd,"['#Coachella2015', '#Weekend2']",['@coachella']
rt  money combined good hotel drugs food gas good ass time _____ coachella,['#Coachella2015'],['@TRENDYBENNY:']
rad festival best thing ever lt coachella,['#Coachella2015'],"['@kimbramusic', '@flo_tweet']"
know guys stay home drugs listen drake weeknd yall time anyways coachella,['#Coachella2015'],[]
anyone wanna give  also plane coachella,['#Coachella2015'],[]
beyond excited gonna coachella ______,['#Coachella2015'],['@theweeknd']
first alllook coachella line up second playing great see oz artists httptcouiforykea,['#Coachella2015'],['@Chet_Faker']
 whos responsible coachella httptcoitztexom coachella ,['#Coachella2015'],['\x89ÛÏ@Raury:']
flying lotus ghostface killah kele sbtrkt toro moi gaslamp killer experience  coachella httptcogxohlaaeyu,['#Coachella2015'],[]
coachella line revealed makes want book ticket now need hurry go la,['#Coachella2015'],[]
 getting hives coachella lineup  going going fart la __ ____,"['#Coachella2015', '#fart', '#LA']","['\x89ÛÏ@pockadoodledoo:', '@amanda_gonzo']"
rt  acdc coachella took festival another level fucking way coachella,['#Coachella2015'],"['@KarinaPablo7:', '@coachella']"
 lineup here coachella httptcogxrkpg flower crown babies,['#Coachella2015'],['\x89ÛÏ@Forever21:']
rt  coachella ready _ coachella come first coachella experience the_ httptcoadxq_,"['#Coachella2015', '#coachella']",['@gelicapickles:']
wanna go badly__ coachella httptcosfbcaxe,['#Coachella2015'],[]
uhmm go coachella _,['#Coachella2015'],[]
love fam coachella,['#Coachella2015'],['@flyinglotus']
hey whens competition free coachella tickets also day spinning coachella kabheadline,"['#Coachella2015', '#KAB2headline']",['@KellyAnneByrne2']
line good __ coachella,['#Coachella2015'],[]
coachella definitely bucket list coachella,['#Coachella2015'],[]
maybe year finally go  sold coachella httptcossntnnpvzn,['#Coachella2015'],['@keysnkrates?']
dreaming going coachella _,['#Coachella2015'],[]
 waiting for _ coachella httptcoztjqvwp dayummm,['#Coachella2015'],"['""@PacSun:', '@coachella']"
acdc coachella need know whos taking trip cali me coachella,['#Coachella2015'],[]
want go coachella sooooo bad coachella yesyesyes,"['#Coachella2015', '#yesyesyes']",[]
tempted coachella httptcomoodxcbg,['#Coachella2015'],[]
im highway coachella stop now coachella coachella,"['#Coachella2015', '#Coachella']",[]
mean could always cooler things ___ coachella httptcolcglmjdir,['#Coachella2015'],['@cvanderdussen12']
fuck want go coachella bad  coachella,['#Coachella2015'],[]
rt  coachella line mad bruh,"['#Coachella2015', '#bruh']",['@Paddaway:']
still excited though coachella,['#Coachella2015'],[]
coachella lineup out first reaction edm takeover realwhat festival become yrs httptcolrjn,['#Coachella2015'],[]
made bill coachella,['#Coachella2015'],['@ChicanoBatman']
excited coachella httptcobmcfwiqi,['#Coachella2015'],[]
rt  depressed broke cant go coachella ____ coachella,['#Coachella2015'],['@jennanolen:']
depressed broke cant go coachella ____ coachella,['#Coachella2015'],[]
got spring  poppin httptconxlovkzwc coachella drizzy ovo,"['#Coachella2015', '#Drizzy', '#OVO']",['@Drake']
hopefully lineup looks something like this coachella httptcotqaalwqkdg,['#coachella2015'],['@lollapalooza']
fuck me smashed lineup  overexcited coachella httptcorhepwfhp,"['#overexcited', '#Coachella2015']",['@coachella']
seriously guys going amazing  allofyou coachella april _ httptcognminimjl,"['#allofyou', '#Coachella2015', '#April']","['@Axwell', '@Ingrosso']"
holy fuck balls _coachella,['#Coachella2015'],[]
_ dream coachella httptcopmxmeagwyx,['#Coachella2015'],[]
good _ coachella coachella coachellalineup httptcozpwpswm,"['#Coachella', '#Coachella2015', '#coachellalineup']",[]
would skip prom coachella,['#Coachella2015'],[]
acdc coachella __  lineup here coachella httptcolfwopef,['#Coachella2015'],['\x89ÛÏ@Forever21:']
see u coachella,['#Coachella2015'],['@Ackersboy']
wanna go coachella baddd ,['#Coachella2015'],[]
lot great acts coachella coachellalineup httptcowmiokgvq,"['#Coachella2015', '#coachellalineup']",['@coachella']
cannot true gesaffelstein coachella,"['#gesaffelstein', '#Coachella2015']",[]
pumped see coachella uncle listening since young,['#Coachella2015'],['@badreligion']
vanessa paradis gonna perform wow thats nice coachella,['#Coachella2015'],[]
 honor play coachella cant wait httptcotpsttaepr  excited,['#Coachella2015'],"['\x89ÛÏ@dirtysouth:', '@coachella']"
coachella line mad bruh,"['#Coachella2015', '#bruh']",[]
rt  weeknd drake going coachella im going_____________________,['#Coachella2015'],['@OVO_alecasillas:']
playing  coachella amp many more one happy girl _ plur ravedoll coachella,"['#Plur', '#RaveDoll', '#Coachella2015']","['@Alesso', '@', '@kaskade', '@Axwell', '@Ingrosso']"
thing see see this coachella coachella httptcolnurwyimq,"['#Coachella', '#Coachella2015']",[]
coachella take money,['#Coachella2015'],[]
coachella lineup legit including georgeezra vancejoy bad admit really want see steely dan throwback,"['#Coachella2015', '#GeorgeEzra', '#VanceJoy', '#throwback']",[]
think found wanna do coachella httptcofklxaima,['#Coachella2015'],[]
coachella lineup dope httptcoigzetap,['#coachella2015'],[]
coachella lineup out hm birthday again would make sweet birthday gift _ httptcoqrhadytjao via,['#Coachella2015'],['@mashable']
 excited see coachella burning nfl league office replica,['#Coachella2015'],"['""@StubHub:']"
hashtagoftheday is coachella,"['#hashtagoftheday', '#Coachella2015']",[]
thing see see this coachella coachella httptcolgvdmcfk,"['#Coachella', '#Coachella2015']",[]
fuck need go coachella drake weekend tyler creator lil b gone there need go,['#Coachella2015'],[]
 excited see coachella ryn weaver ,['#Coachella2015'],['\x89ÛÏ@StubHub:']
lil b going coachella  shall go ___,['#Coachella2015'],['@ShammGodBryant']
wanna go see coachella ,['#Coachella2015'],[]
 senior year coachellaayyyyee _,['#Coachella2015'],['\x89ÛÏ@CoreyBee_:']
go coachella line up seriously ill ahh coachella coachella,"['#Coachella2015', '#Coachella', '#Coachella2015']",[]
coachella lineup came out httptcobrutfcwaw,['#Coachella2015'],[]
 bae baes headlining favorite event ever exist planet coachella coachella httptcowvznam,"['#1', '#Coachella2015', '#Coachella']",[]
coachella day  run jewels best rap album heard long time hozier dope irishman,['#Coachella2015'],['@shewchuk']
coachella omfg line upwhy far,['#Coachella2015'],[]
best fake bands playing coachella untold reckoning appaloosa stablemates grasscar smokey eye tutorial,['#Coachella2015'],[]
dying line coachella gotmyticket,"['#Coachella2015', '#GotMyTicket']","['@coachella', '@kaskade', '@fucktyler', '@OliverHeldens', '@porterrobinson']"
thought retiring lol guess not __ def complaining though ___ coachella pandafunk,"['#Coachella2015', '#PandaFunk']",['@Deorro']
ready rt  honor play coachella cant wait httptcoyztnnyaiov,['#Coachella2015'],"['@dirtysouth:', '@coachella']"
anyone want take life savings like come coachella make holiday pls,"['#Coachella2015', '#pls']",[]
yuma tent gonna ___ coachella,['#Coachella2015'],[]
rt  experience coachella pleaaaaase,['#Coachella2015'],['@kellayboo:']
wanna go coachella festival year bad ___ coachella hatefinalyear,"['#Coachella2015', '#hatefinalyear']",[]
experience coachella pleaaaaase,['#Coachella2015'],[]
legitimately cannot contain excitement sorry coachella days bye,"['#sorry', '#Coachella2015', '#94days', '#bye']",[]
 coachella  httptcooyzffynn oh yes ___ coachella cant wait,['#Coachella2015'],['\x89ÛÏ@theweeknd:']
steely dan coachella fuckinghipsters,"['#Coachella2015', '#fuckinghipsters']",[]
got outfit coachella together ________ httptcojqntytk,['#Coachella2015'],[]
gonna sell hair blood useless organs leggo coachella,['#Coachella2015'],['@Kcbearr']
rt  felt inspired morning wrote words read interested coachella httpstcomatppusqsu,['#Coachella2015'],['@ihate_chris:']
man coachella lineup cali trip __,['#Coachella2015'],[]
congrats mate coachella,['#Coachella2015'],['@Alesso']
becausecoachella ___ coachella  coachella valley music festival httptcokgiwzegcb,['#coachella2015'],['@']
lineup coachella httptcovuqtdid,['#Coachella2015'],[]
cant wait coachella httptcojesddrq,['#Coachella2015'],[]
somebody go coachella me d,['#Coachella2015'],[]
seen x life ingrate enough coachella,['#Coachella2015'],['@theweeknd']
 acdc jack white amp drake headline coachella httptcoskmppqen lineup fucking kills _ fuckfinals,"['#Coachella2015', '#fuckfinals']",['\x89ÛÏ@OnlyInBOS:']
would posted sooner busy dying excitement aussies heading coachella httptcopfjejocpkw,['#Coachella2015'],[]
wants go coachella me,['#Coachella2015'],[]
whose coachella ,['#Coachella2015'],[]
steely dan antemasque st lucia bands pumped coachella,['#Coachella2015'],[]
idc whos playing id go atmosphere experience see new artists coachella,['#Coachella2015'],[]
someone wants pay go coachella would great _____,['#Coachella2015'],[]
coachella line arrived made even excited attend coachella,['#Coachella2015'],[]
finally waiting coachella httptcofgnpfzygs,['#Coachella2015'],[]
gonna lie name piqued interest steely dan coachella,['#Coachella2015'],[]
exciting first festival year announced time start predicting lineups coachella fieldtrip osheaga ottawabluesfest,"['#Coachella2015', '#fieldtrip', '#Osheaga', '#ottawabluesfest']",[]
really wish could go this coachella httptcotovwtbfx,['#Coachella2015'],[]
dang coachella get tickets asap,['#Coachella2015'],[]
cant wait see coachella,['#Coachella2015'],"['@MigosATL', '@LILBTHEBASEDGOD', '@Drake']"
rt  fun yall brochella coachella httptcozomyuwjmd,"['#BroChella', '#Coachella2015']",['@angmeister_:']
coachella looks like must,['#Coachella2015'],[]
sooooo wants take coachella _ drake ___,"['#Coachella2015', '#Drake']",[]
choosing read coachella ,['#Coachella2015'],['@jennihogan']
coachella line dream want go damn bad coachella,['#Coachella2015'],[]
need go california april see  coachella,['#Coachella2015'],"['@Drake', '@']"
coachella shaping pretty awesome event need make way back california,"['#Coachella2015', '#California']",[]
like seriously holy fucking shit coachella,['#Coachella2015'],[]
excited many coachella artists _ w amp performing better ovo surprise artists too __,"['#Coachella2015', '#ovo']","['W/@Drake', '@theweeknd']"
