,coachella_sentiment,coachella_yn,name,retweet_count,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone,hashtags
511,positive,yes,lovleybitch1,0,ÛÏ@dirtysouth: What an honor to play #Coachella2015. Can't wait! @coachella http://t.co/TAJ8z70LDwÛ who's going????,,1/7/15 0:13,5.5274e+17,,Central Time (US & Canada),['#Coachella2015']
512,positive,yes,jesi_steam,8,"RT @DanDarkPill: Funny &amp; sexy music video:
http://t.co/Gc8N1LonU1  

#rap #Hiphop #hilarious #music #oldschool #crypto #Coachella #CoachellÛ_",,1/7/15 0:11,5.52739e+17,,Jakarta,"['#rap', '#Hiphop', '#hilarious', '#music', '#oldschool', '#crypto', '#Coachella', '#Coachell']"
513,positive,yes,BecauseImAndrew,1,I wish @DVBBS was at #Coachella2015 :( come to Southern Cali!!,,1/7/15 0:03,5.52737e+17,909/So. Cal,,['#Coachella2015']
514,positive,yes,jenniferann1983,0,Want to go to @coachella sooooo badly _Ù÷ #coachella2015,,1/7/15 0:03,5.52737e+17,SW14,Hawaii,['#coachella2015']
515,positive,yes,LesDeuxx,0,We're excited to see some of our fellow Norwegians @coachella in April. See you there @KygoMusic &amp; @toddterjeolsen #Coachella2015,,1/7/15 0:00,5.52736e+17,All over the world,,['#Coachella2015']
516,positive,yes,SwickMusic,1,RT @Mranthonyali: Literally me right now since people are talking at it. Still wanna go tho. _Ù÷÷Ûü_ÙÎ«_Ùã_ÁüÏÎü #coachella2015Û_ http://t.co/3CCMzxroÛ_,,1/7/15 0:00,5.52736e+17,,Arizona,['#coachella2015']
517,positive,yes,St_Jarebear,0,"@Drake headlining #Coachella2015
this guys come such a long way it's amazing.
#WeUp
#OVOSound",,1/6/15 23:59,5.52736e+17,"Edmonton,AB",,"['#Coachella2015', '#WeUp', '#OVOSound']"
518,positive,yes,Draterishard95,0,@NickCerros Oh shit. We're definitely going #Coachella2015,,1/6/15 23:58,5.52736e+17,"Bi-Polar , California",Pacific Time (US & Canada),['#Coachella2015']
519,positive,yes,Mranthonyali,1,Literally me right now since people are talking at it. Still wanna go tho. _Ù÷÷Ûü_ÙÎ«_Ùã_ÁüÏÎü #coachella2015Û_ http://t.co/3CCMzxroGG,,1/6/15 23:58,5.52736e+17,,,['#coachella2015']
520,positive,yes,MiYayo_Bitxh,1,RT @_LolaHendrixx: Just confirmed im goin for @MiYayo_Bitxh BDAY_Ù÷ RT @_Queenki_: _Ù÷Î I'm going to keep talking about #Coachella2015  idc idc Û_,,1/6/15 23:57,5.52736e+17,,Quito,['#Coachella2015']
521,positive,yes,audrinewsome,0,#Coachella2015 ....drake...... _Ù÷¢,,1/6/15 23:56,5.52735e+17,USA ,,['#Coachella2015']
522,positive,yes,sashaperlraver,1,"RT @drewtewksbury: Coachella's headliners may not be great but some of the ""small font"" acts could be worth it. #Coachella2015 http://t.co/Û_",,1/6/15 23:55,5.52735e+17,,,['#Coachella2015']
523,positive,yes,sizzlingdealz,0,Timeline Photos: I _ bleach / idk boutchuuuuu but dizzzzzZzz qttttttttt weady fo #coachella2015. http://t.co/w25vjMPa2F,,1/6/15 23:54,5.52735e+17,,London,['#coachella2015']
524,positive,yes,AlanchichenAlan,0,@ovonikkie You are probably happy abouot #Coachella2015,,1/6/15 23:51,5.52734e+17,,,['#Coachella2015']
525,positive,yes,jonesy_joshua,0,@awonderdj this is mad! Congrats you deserve it! #Coachella2015 _Ù_Û_Ù_Û_Ù_Û_Ù_Û_Ù_Û_Ù_Û_Ù_Û_Ù_Û_Ù_Û http://t.co/ezeDTTwzhQ,,1/6/15 23:51,5.52734e+17,Brisbane QLD,Darwin,['#Coachella2015']
526,positive,yes,cee_elloo,1,RT @xnvyelyx: I reaaaally wanna go to #Coachella2015,,1/6/15 23:50,5.52734e+17,,Pacific Time (US & Canada),['#Coachella2015']
527,positive,yes,morganneshae,1,#Coachella2015 got everybody like http://t.co/TquAI0NSo3,"[37.7544301, -122.24714748]",1/6/15 23:50,5.52734e+17,"ÓÓA / Springville, CA",Arizona,['#Coachella2015']
528,positive,yes,efetoros,7,RT @KIANMASH: See you there #Coachella2015 #lineup#DJNEON http://t.co/3BW61GaSuS,,1/6/15 23:47,5.52733e+17,,,"['#Coachella2015', '#lineup', '#DJNEON']"
529,positive,yes,xnvyelyx,1,I reaaaally wanna go to #Coachella2015,,1/6/15 23:45,5.52733e+17,,Mountain Time (US & Canada),['#Coachella2015']
530,positive,yes,narraxt,0,Man fuck it. I'm still going to #Coachella2015 idgaf.,,1/6/15 23:45,5.52733e+17,I C T ,Central Time (US & Canada),['#Coachella2015']
531,positive,yes,KnowYourSong,1,RT @stephendysart: #Coachella2015 favorites @theweeknd @Kiesza @Drake @alt_J @FitzAndTantrums @odesza @vancejoy,,1/6/15 23:45,5.52733e+17,,Central Time (US & Canada),['#Coachella2015']
532,positive,yes,CintaRamlan,0,_Ù÷© RT @cleanbandit: We're playing at @coachella this year!!!!!! Could not be more excited. #coachella2015 .,,1/6/15 23:41,5.52732e+17,DISKO,Bangkok,['#coachella2015']
533,positive,yes,anntashya,0,hoping to see @cleanbandit on @coachella #coachella2015,,1/6/15 23:40,5.52731e+17,9Ûâ29Ûâ,,['#coachella2015']
534,positive,yes,anntashya,0,ÛÏ@cleanbandit: We're playing at @coachella this year!!!!!! Could not be more excited. #coachella2015 .Û GOOD LUCK GUYS!,,1/6/15 23:39,5.52731e+17,9Ûâ29Ûâ,,['#coachella2015']
535,positive,yes,Xanio_,0,Time to start planning outfits #Coachella2015,,1/6/15 23:39,5.52731e+17,,Arizona,['#Coachella2015']
536,positive,yes,cleanbandit,54,We're playing at @coachella this year!!!!!! Could not be more excited. #coachella2015 .,,1/6/15 23:37,5.52731e+17,London,London,['#coachella2015']
537,positive,yes,Ayee_Ari,0,"The line up is out... Which mean, time to get my body #Coachella2015 ready!",,1/6/15 23:36,5.5273e+17,Class of 2015,,['#Coachella2015']
538,positive,yes,ThabisoH_Hika,0,The lineup for #Coachella2015 is totally awesome!,,1/6/15 23:33,5.5273e+17,"Johannesburg, South Africa",Greenland,['#Coachella2015']
539,positive,yes,protalentme,3,"Coachella has dropped its official 2015 lineup
See you all there
http://t.co/NyTo84zloU
#Coachella2015",,1/6/15 23:31,5.52729e+17,GLOBAL,Hawaii,['#Coachella2015']
540,positive,yes,Dianna_Slzr,0,pray for me to go to #Coachella2015 _Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷_,,1/6/15 23:23,5.52727e+17,,Mountain Time (US & Canada),['#Coachella2015']
541,positive,yes,AnayaShan,0,Umm can I go to cXOachella with you!?!? Please Abel _Ù÷_xo__Ù÷ @theweeknd #Coachella2015,,1/6/15 23:22,5.52727e+17,Kissland,,['#Coachella2015']
542,positive,yes,stephendysart,1,#Coachella2015 favorites @theweeknd @Kiesza @Drake @alt_J @FitzAndTantrums @odesza @vancejoy,"[34.09949897, -118.34942814]",1/6/15 23:22,5.52727e+17,"Los Angeles, CA",Central Time (US & Canada),['#Coachella2015']
543,positive,yes,drewtewksbury,1,"Coachella's headliners may not be great but some of the ""small font"" acts could be worth it. #Coachella2015 http://t.co/274tKsXIH6",,1/6/15 23:21,5.52727e+17,Los Angeles,Pacific Time (US & Canada),['#Coachella2015']
544,positive,yes,CompaJess,0,#Nocturnal in #OC ! #Drake at #Coachella2015 cant miss em,,1/6/15 23:21,5.52727e+17,,Pacific Time (US & Canada),"['#Nocturnal', '#OC', '#Drake', '#Coachella2015']"
545,positive,yes,WhoIsAlexis,0,"ÛÏ@k_hall93: ""@Forever21: The lineup is here! #Coachella2015 http://t.co/iUpkHerY54""Û",,1/6/15 23:20,5.52726e+17,solivagant,Central Time (US & Canada),['#Coachella2015']
546,positive,yes,JoyfulCorazon,0,#Coachella2015 Drake is gonna be there.... Therefore I must be there .....,,1/6/15 23:16,5.52725e+17,,Central Time (US & Canada),['#Coachella2015']
547,positive,yes,RamirezLayson,0,If #Coachella2015 Is All About Ravers im Going_Ù÷_Ù÷,,1/6/15 23:15,5.52725e+17,"Coachella Valley, California",,['#Coachella2015']
548,positive,yes,ENFANT_NOIRNO5,0,I SOOOOOOOOOO WANT TO SEE @Drake AT #Coachella2015,,1/6/15 23:13,5.52725e+17,"HOUSTON,TEXAS",Eastern Time (US & Canada),['#Coachella2015']
549,positive,yes,itsallieeee_,0,ÛÏ@_stephanysmith: I wanna go to #Coachella2015 BUT its like $500 _Ù÷_Ù÷__Ù÷âÛ lets fundraise _Ù÷â,,1/6/15 23:11,5.52724e+17,pnw,Pacific Time (US & Canada),['#Coachella2015']
550,positive,yes,kayy_grant,0,.@Drake is going to perform at #Coachella2015 this year _Ù÷_,,1/6/15 23:09,5.52724e+17,Canada eh!,Pacific Time (US & Canada),['#Coachella2015']
551,positive,yes,kennaluhsyou,1,RT @GradyD96: Can officially start the countdown to the best weekend of the year_ÙªÎ_ÙÔ _ÙÕø #Coachella2015,,1/6/15 23:07,5.52723e+17,,,['#Coachella2015']
552,positive,yes,spacelyactive,0,I want to go to #Coachella2015 in California _ÙÔÛ,,1/6/15 23:06,5.52723e+17,,,['#Coachella2015']
553,positive,yes,ElectricOso,1,"RT @thekevinryder: I thought maybe this was the year for ""Porn on the Cob."" Damn. #Coachella #Coachella2015",,1/6/15 23:05,5.52723e+17,,Arizona,"['#Coachella', '#Coachella2015']"
554,positive,yes,RebeccaHansonnn,0,Going to make #Coachella2015 Happen,,1/6/15 23:03,5.52722e+17,,,['#Coachella2015']
555,positive,yes,boriremix787,0,#Coachella2015  or bust tomorrow is the moment for me,,1/6/15 22:58,5.52721e+17,,,['#Coachella2015']
556,positive,yes,alex_marie_mrtz,0,Out of all three days of #Coachella2015 I would go on Sunday mainly because of Brand New and Circa but also Friday just for Lykke Li,"[34.109598, -117.894709]",1/6/15 22:56,5.5272e+17,Cali,Pacific Time (US & Canada),['#Coachella2015']
557,positive,yes,giovannam777,0,@thebadsuns @keysnkrates these are my feelings right now wrapped up into one. #Coachella2015 http://t.co/eQ6z4Oi2rE,,1/6/15 22:54,5.5272e+17,,Pacific Time (US & Canada),['#Coachella2015']
558,positive,yes,drewcookk,0,Coachella tickets have been on sale for two hours and general admission is already sold out.. #Coachella2015 #wow,,1/6/15 22:54,5.5272e+17,Georgia,,"['#Coachella2015', '#wow']"
559,positive,yes,pizanovm,0,This ain't uh joke ÏÜ im ready for #Coachella2015 _ÙªÎ_Ù÷_ http://t.co/p647mhhLnB,,1/6/15 22:53,5.5272e+17,,,['#Coachella2015']
560,positive,yes,koasthemost,0,So need to go to #Coachella2015,"[-38.0109555, 177.2766445]",1/6/15 22:51,5.52719e+17,"Papakura, Auckland",,['#Coachella2015']
561,positive,yes,OhItsErnesto,0,Only wanna see @FLOSSTRADAMUS at #Coachella2015 only performance I really really care about _ÙªÎ_Êü_ÙªÎ,,1/6/15 22:50,5.52719e+17,                     Coachella,,['#Coachella2015']
562,positive,yes,Dee_louve,0,Someone buy me a #Coachella2015 ticket plz &amp;thanks,,1/6/15 22:49,5.52719e+17,,,['#Coachella2015']
563,positive,yes,mrslorea,0,I'm saying no to #Coachella2015 #fomo #notothefomo #mustgettickets I can only imagine the special guests that would come! eeeekkkkk!,,1/6/15 22:43,5.52717e+17,"Vancouver, Canada",Pacific Time (US & Canada),"['#Coachella2015', '#fomo', '#notothefomo', '#mustgettickets']"
564,positive,yes,MEOWllory_O,0,Just read the 2015 lineup. OK Coachella you win. Someone fetch me a flower crown whilst I iron my crop tops. #Coachella2015,,1/6/15 22:43,5.52717e+17,,Eastern Time (US & Canada),['#Coachella2015']
565,positive,yes,NuqmanMuqarrin,0,Coachella line up is just woww. I'm crying _Ù÷Ò #Coachella2015 http://t.co/y03On1uIOD,,1/6/15 22:43,5.52717e+17,"No 4, Privet Drive. (KUL, MAS)",Kuala Lumpur,['#Coachella2015']
566,positive,yes,AneysiaW,0,I have to go to #Coachella2015 if my baby drake is performing!!,,1/6/15 22:42,5.52717e+17,,,['#Coachella2015']
567,positive,yes,TyeDyeXO,0,"It would be so beautiful! Me, awesome music, various people of hippie life &amp; drugs. Someone be my partner in crime!! #Coachella2015",,1/6/15 22:41,5.52717e+17,#Chicago,Central Time (US & Canada),['#Coachella2015']
568,positive,yes,girlythingsxz,0,Miley's getting ready for #Coachella2015 Bleach Blonde it is             _ÙÕà_ÙÕÉ_ÙÔ± http://t.co/6Yin9ndlb6,,1/6/15 22:41,5.52717e+17,,,['#Coachella2015']
569,positive,yes,EveyFitzpatrick,0,Shit just got real for #Coachella2015 @theweeknd is playing and @Drake I might die! Who's coming with me??? #love _ÙÔÎ_Ù÷±_Ù÷ http://t.co/am3OcBYI4W,,1/6/15 22:38,5.52716e+17,"Toronto, Canada",,"['#Coachella2015', '#love']"
570,positive,yes,narraxt,0,In 2013 I said #Coachella2015 is gonna happen and I meant it. I saved up for it and everything. It's happening.,,1/6/15 22:36,5.52715e+17,I C T ,Central Time (US & Canada),['#Coachella2015']
571,positive,yes,AJonas22,0,WANNA GO TO COACHELLA SOOO BAD ! ! ! FLORENCE &amp; THE MACHINE and MARINA &amp; THE DIAMONDS _Ù÷__Ù÷©_Ù÷__Ù÷_ #coachella2015,,1/6/15 22:35,5.52715e+17,Las Vegas,Quito,['#coachella2015']
572,positive,yes,mario_0125,0,What one to go to??_Ù÷¡ #Coachella2015 or #stagecoach2015,,1/6/15 22:35,5.52715e+17,California ,Pacific Time (US & Canada),"['#Coachella2015', '#stagecoach2015']"
573,positive,yes,_Kendall_Rose,0,Now that ACDC is headlining at #Coachella2015 my mother now thinks she's going. #reynoldsfamtakescoachella2015,,1/6/15 22:33,5.52715e+17,San Clemente_ÁüChico,Pacific Time (US & Canada),"['#Coachella2015', '#reynoldsfamtakescoachella2015']"
574,positive,yes,narraxt,0,Who really going to #Coachella2015 though? Cus I'm forreal bout it. Boutta buy my tickets tomorrow.,,1/6/15 22:31,5.52714e+17,I C T ,Central Time (US & Canada),['#Coachella2015']
575,positive,yes,kkoke96,0,I WANNA GO TO #Coachella2015 !!!! _Ù÷Ç_Ù÷Ç_Ù÷Ç,,1/6/15 22:31,5.52714e+17,Dominican Republic,Central America,['#Coachella2015']
576,positive,yes,_LolaHendrixx,1,Just confirmed im goin for @MiYayo_Bitxh BDAY_Ù÷ RT @_Queenki_: _Ù÷Î I'm going to keep talking about #Coachella2015  idc idc idc ...,,1/6/15 22:30,5.52714e+17,Upon the Throne. Cooling it.,Central Time (US & Canada),['#Coachella2015']
577,positive,yes,Christine904,0,#Coachella2015 can't wait,,1/6/15 22:27,5.52713e+17,,Rome,['#Coachella2015']
578,positive,yes,GotThatFaceDoh,0,Okay. If I don't go back to school this semester .... #Coachella2015 is the move! _Ù÷©_Ù÷__ÙÕ¥,,1/6/15 22:25,5.52712e+17,Pinky & Thumb Ïöü #JETS,Central Time (US & Canada),['#Coachella2015']
579,positive,yes,josiahWross,0,I know and love about 40% of the coachella line up...my next tweets until april 10th will be about #Coachella2015,,1/6/15 22:22,5.52712e+17,"Stillwater, OK",Eastern Time (US & Canada),['#Coachella2015']
580,positive,yes,ARoss_SB,0,Can't wait to be at #Coachella2015,,1/6/15 22:19,5.52711e+17,California,Atlantic Time (Canada),['#Coachella2015']
581,positive,yes,MissAnnaBolton,0,"Looking at the #Coachella2015 lineup with longing. Ripper @GlassAnimals @alt_J @FKAtwigs USA, here I come??",,1/6/15 22:19,5.52711e+17,"Sydney, Australia",Hawaii,['#Coachella2015']
582,positive,yes,Littl3stP3nguin,0,"I NEED @jimmykimmel to do another edition of ""Lie Witness News"" at #Coachella2015.  _Ù÷â",,1/6/15 22:19,5.52711e+17,"Hollidaysburg, PA",Eastern Time (US & Canada),['#Coachella2015']
583,positive,yes,BWazir1,0,"Amazing #Coachella2015 lineup announced. #JackWhite, #ACDC &amp; #Drake. http://t.co/5qcK6yJ6NK #music #Festivals",,1/6/15 22:19,5.52711e+17,Glasgow/ London/ Doha,Kuwait,"['#Coachella2015', '#JackWhite', '#ACDC', '#Drake', '#music', '#Festivals']"
584,positive,yes,nickapleez,0,The #Coachella2015 lineup is probably the most diverse I've ever witnessed. Something for everyone,,1/6/15 22:18,5.52711e+17,"Jackson, MS",Central Time (US & Canada),['#Coachella2015']
585,positive,yes,_Queenki_,0,_Ù÷Î I'm going to keep talking about #Coachella2015  idc idc idc ...,,1/6/15 22:17,5.52711e+17,,Eastern Time (US & Canada),['#Coachella2015']
586,positive,yes,nora_alexandria,0,"Yep, hearts stollen_ÙÕÒ #Coachella2015 http://t.co/JChdtiYyQD",,1/6/15 22:17,5.52711e+17,,,['#Coachella2015']
587,positive,yes,jesskaashley,0,Is it april yet?! _Ù÷â #Coachella2015,"[34.1175312, -118.24318953]",1/6/15 22:15,5.5271e+17,LA,Pacific Time (US & Canada),['#Coachella2015']
588,positive,yes,YusefAdams,0,Must get my hands on #Coachella2015 tickets!!,,1/6/15 22:13,5.5271e+17,Los Angeles,Pacific Time (US & Canada),['#Coachella2015']
589,positive,yes,dreeeesmiles,0,This is why I love #spotify #Coachella2015  #weekend1 http://t.co/JTlQJOLFue,,1/6/15 22:12,5.52709e+17,,Pacific Time (US & Canada),"['#spotify', '#Coachella2015', '#weekend1']"
590,positive,yes,LQuintero_,0,@LILBTHEBASEDGOD &amp; @fucktyler are Gonna Be At #Coachella2015 I'm So There!!!,,1/6/15 22:10,5.52709e+17,West Sacramento,Pacific Time (US & Canada),['#Coachella2015']
591,positive,yes,earummel,0,Looking at summer 2015 music festivals instead of sleeping #worthit #Coachella2015,,1/6/15 22:08,5.52708e+17,,Central Time (US & Canada),"['#worthit', '#Coachella2015']"
592,positive,yes,itsgeorgem,0,Bought #Coachella2015 tickets yoo,,1/6/15 22:07,5.52708e+17,"Los Angeles, California",Pacific Time (US & Canada),['#Coachella2015']
593,positive,yes,ennnoir,0,But I want to go to #Coachella2015 this yr......._ÙÔ_,,1/6/15 22:06,5.52708e+17,LA,Quito,['#Coachella2015']
594,positive,yes,HowToRapDrew,0,#Coachella2015 looking solid; might be back round these parts to check it out,,1/6/15 22:04,5.52707e+17,"Los Angeles, CA",,['#Coachella2015']
595,positive,yes,starRio_03,0,How I wish @djafrojack will be playing at Coachella and hiw I wish I could go !! #Coachella2015 #Coachella,,1/6/15 22:02,5.52707e+17,,,"['#Coachella2015', '#Coachella']"
596,positive,yes,MileySourceNet,35,Miley is getting ready for #Coachella2015 Blonde queen _ÙÔÔ_ÙÕà_ÙÕÉ_ÙÔ± http://t.co/YntSPqTQu0,,1/6/15 22:01,5.52707e+17,Worldwide,Caracas,['#Coachella2015']
597,positive,yes,iCookWithaspoon,0,"If someone would like to give me $500 before 12pm later today, it would be greatly appreciated. I will find my own way there. #Coachella2015",,1/6/15 21:58,5.52706e+17,Friendzone,,['#Coachella2015']
598,positive,yes,maddaychong,1,RT @dana_tatum11: S/O to maddies mom the festival MVP for booking the room and getting our tickets to #Coachella2015 _Ù÷_Ù÷_Ù÷_Ù÷ #round2,,1/6/15 21:54,5.52705e+17,califournia,Arizona,"['#Coachella2015', '#round2']"
599,positive,yes,Averychillguy,0,Hell yeah the Coachella lineup is out! Now I know what bands I'm not going to see! #Coachella2015,,1/6/15 21:53,5.52704e+17,Seattle WA,Pacific Time (US & Canada),['#Coachella2015']
600,positive,yes,Nelly_Mtz_13,0,I too want #Coachella2015 tickets _Ù÷_ÙÕÉ,,1/6/15 21:53,5.52704e+17,,,['#Coachella2015']
601,positive,yes,RedEyeFlight5,0,#nowplaying @djsnake with visions of little #palmtrees dancing in my head #Coachella2015,,1/6/15 21:51,5.52704e+17,P-Town Cali!,Pacific Time (US & Canada),"['#nowplaying', '#palmtrees', '#Coachella2015']"
602,positive,yes,DoTxxCoM,0,@AZEALIABANKS about to melt that #Coachella2015 stage along with igloos hype! .. wchu gon' do when she appearsss!! _ÙÓ´_ÙÓ´_ÙÓ´_ÙÓ´,,1/6/15 21:49,5.52703e+17,TRIBE OF SHABAZZ,Tokyo,['#Coachella2015']
603,positive,yes,Mschilensita,0,"I'm praying to the music gods that i can go to to #Coachella2015 @AZIAELIABANKS, @theweeknd, @Hozier, @GhostfaceKillah and @Raekwon!",,1/6/15 21:47,5.52703e+17,toronto,Hawaii,['#Coachella2015']
604,positive,yes,Ismael_Brown3,0,The #Coachella2015 line up...a blessing to say the least!,,1/6/15 21:44,5.52702e+17,On a Cloud Above ,Eastern Time (US & Canada),['#Coachella2015']
605,positive,yes,opinionpony,0,I wish I was going to #Coachella2015 !!!,,1/6/15 21:41,5.52702e+17,"Sydney, Australia",,['#Coachella2015']
606,positive,yes,llcooljeans,1,"RT @jacubruthurferd: ""@llcooljeans: ÛÏ@jacubruthurferd: @llcooljeans #coachella2015?????Û i wish !!"" Let's find sugar daddy's to pay for us Û_",,1/6/15 21:40,5.52701e+17,toronto,Eastern Time (US & Canada),['#coachella2015']
607,positive,yes,bananaesmero,0,if anything it'll be worth it with the homies for sure #Coachella2015,,1/6/15 21:39,5.52701e+17,"San Diego, CA",Hong Kong,['#Coachella2015']
608,positive,yes,SophiaBonnet,0,"3 amazing days in April! See you there again, @Coachella ;-) #Coachella2015 #coachellalineup #Coachella http://t.co/BEXL6OnAoe",,1/6/15 21:38,5.52701e+17,London/Los Angeles/New York,London,"['#Coachella2015', '#coachellalineup', '#Coachella']"
609,positive,yes,itsstephhh_,0,"Tomorrow #Coachella2015 tickets come out, if ya'll know it's worth by the line up then I suggest your on top of it when they release",,1/6/15 21:37,5.52701e+17,Northern Cali,Pacific Time (US & Canada),['#Coachella2015']
